PartNumber: 798   x_left_coord: 9, x_right_coord: 12, y_coord: 0
PartNumber: 601   x_left_coord: 55, x_right_coord: 58, y_coord: 119 Symbol(x_coord=105, y_coord=119, symbol='*')
PartNumber: 601   x_left_coord: 55, x_right_coord: 58, y_coord: 119 Symbol(x_coord=123, y_coord=119, symbol='*')
PartNumber: 601   x_left_coord: 55, x_right_coord: 58, y_coord: 119 Symbol(x_coord=136, y_coord=119, symbol='&')
PartNumber: 601   x_left_coord: 55, x_right_coord: 58, y_coord: 119 Symbol(x_coord=52, y_coord=120, symbol='*')
PartNumber: 601   x_left_coord: 55, x_right_coord: 58, y_coord: 119 Symbol(x_coord=86, y_coord=120, symbol='/')
PartNumber: 601   x_left_coord: 55, x_right_coord: 58, y_coord: 119 Symbol(x_coord=132, y_coord=120, symbol='=')
PartNumber: 709   x_left_coord: 84, x_right_coord: 87, y_coord: 119 Symbol(x_coord=34, y_coord=118, symbol='@')
PartNumber: 709   x_left_coord: 84, x_right_coord: 87, y_coord: 119 Symbol(x_coord=73, y_coord=118, symbol='+')
PartNumber: 709   x_left_coord: 84, x_right_coord: 87, y_coord: 119 Symbol(x_coord=100, y_coord=118, symbol='*')
PartNumber: 709   x_left_coord: 84, x_right_coord: 87, y_coord: 119 Symbol(x_coord=14, y_coord=119, symbol='*')
PartNumber: 709   x_left_coord: 84, x_right_coord: 87, y_coord: 119 Symbol(x_coord=20, y_coord=119, symbol='*')
PartNumber: 709   x_left_coord: 84, x_right_coord: 87, y_coord: 119 Symbol(x_coord=39, y_coord=119, symbol='*')
PartNumber: 709   x_left_coord: 84, x_right_coord: 87, y_coord: 119 Symbol(x_coord=58, y_coord=119, symbol='#')
PartNumber: 709   x_left_coord: 84, x_right_coord: 87, y_coord: 119 Symbol(x_coord=63, y_coord=119, symbol='*')
PartNumber: 709   x_left_coord: 84, x_right_coord: 87, y_coord: 119 Symbol(x_coord=70, y_coord=119, symbol='-')
PartNumber: 709   x_left_coord: 84, x_right_coord: 87, y_coord: 119 Symbol(x_coord=78, y_coord=119, symbol='*')
PartNumber: 709   x_left_coord: 84, x_right_coord: 87, y_coord: 119 Symbol(x_coord=105, y_coord=119, symbol='*')
PartNumber: 709   x_left_coord: 84, x_right_coord: 87, y_coord: 119 Symbol(x_coord=123, y_coord=119, symbol='*')
PartNumber: 709   x_left_coord: 84, x_right_coord: 87, y_coord: 119 Symbol(x_coord=136, y_coord=119, symbol='&')
PartNumber: 709   x_left_coord: 84, x_right_coord: 87, y_coord: 119 Symbol(x_coord=52, y_coord=120, symbol='*')
PartNumber: 709   x_left_coord: 84, x_right_coord: 87, y_coord: 119 Symbol(x_coord=86, y_coord=120, symbol='/')
PartNumber: 709   x_left_coord: 84, x_right_coord: 87, y_coord: 119 Symbol(x_coord=132, y_coord=120, symbol='=')
PartNumber: 901   x_left_coord: 97, x_right_coord: 100, y_coord: 119 Symbol(x_coord=34, y_coord=118, symbol='@')
PartNumber: 901   x_left_coord: 97, x_right_coord: 100, y_coord: 119 Symbol(x_coord=73, y_coord=118, symbol='+')
PartNumber: 901   x_left_coord: 97, x_right_coord: 100, y_coord: 119 Symbol(x_coord=100, y_coord=118, symbol='*')
PartNumber: 901   x_left_coord: 97, x_right_coord: 100, y_coord: 119 Symbol(x_coord=14, y_coord=119, symbol='*')
PartNumber: 901   x_left_coord: 97, x_right_coord: 100, y_coord: 119 Symbol(x_coord=20, y_coord=119, symbol='*')
PartNumber: 901   x_left_coord: 97, x_right_coord: 100, y_coord: 119 Symbol(x_coord=39, y_coord=119, symbol='*')
PartNumber: 901   x_left_coord: 97, x_right_coord: 100, y_coord: 119 Symbol(x_coord=58, y_coord=119, symbol='#')
PartNumber: 901   x_left_coord: 97, x_right_coord: 100, y_coord: 119 Symbol(x_coord=63, y_coord=119, symbol='*')
PartNumber: 901   x_left_coord: 97, x_right_coord: 100, y_coord: 119 Symbol(x_coord=70, y_coord=119, symbol='-')
PartNumber: 901   x_left_coord: 97, x_right_coord: 100, y_coord: 119 Symbol(x_coord=78, y_coord=119, symbol='*')
PartNumber: 901   x_left_coord: 97, x_right_coord: 100, y_coord: 119 Symbol(x_coord=105, y_coord=119, symbol='*')
PartNumber: 901   x_left_coord: 97, x_right_coord: 100, y_coord: 119 Symbol(x_coord=123, y_coord=119, symbol='*')
PartNumber: 901   x_left_coord: 97, x_right_coord: 100, y_coord: 119 Symbol(x_coord=136, y_coord=119, symbol='&')
PartNumber: 901   x_left_coord: 97, x_right_coord: 100, y_coord: 119 Symbol(x_coord=52, y_coord=120, symbol='*')
PartNumber: 901   x_left_coord: 97, x_right_coord: 100, y_coord: 119 Symbol(x_coord=86, y_coord=120, symbol='/')
PartNumber: 901   x_left_coord: 97, x_right_coord: 100, y_coord: 119 Symbol(x_coord=132, y_coord=120, symbol='=')
PartNumber: 714   x_left_coord: 114, x_right_coord: 117, y_coord: 119 Symbol(x_coord=34, y_coord=118, symbol='@')
PartNumber: 714   x_left_coord: 114, x_right_coord: 117, y_coord: 119 Symbol(x_coord=73, y_coord=118, symbol='+')
PartNumber: 714   x_left_coord: 114, x_right_coord: 117, y_coord: 119 Symbol(x_coord=100, y_coord=118, symbol='*')
PartNumber: 714   x_left_coord: 114, x_right_coord: 117, y_coord: 119 Symbol(x_coord=14, y_coord=119, symbol='*')
PartNumber: 714   x_left_coord: 114, x_right_coord: 117, y_coord: 119 Symbol(x_coord=20, y_coord=119, symbol='*')
PartNumber: 714   x_left_coord: 114, x_right_coord: 117, y_coord: 119 Symbol(x_coord=39, y_coord=119, symbol='*')
PartNumber: 714   x_left_coord: 114, x_right_coord: 117, y_coord: 119 Symbol(x_coord=58, y_coord=119, symbol='#')
PartNumber: 714   x_left_coord: 114, x_right_coord: 117, y_coord: 119 Symbol(x_coord=63, y_coord=119, symbol='*')
PartNumber: 714   x_left_coord: 114, x_right_coord: 117, y_coord: 119 Symbol(x_coord=70, y_coord=119, symbol='-')
PartNumber: 714   x_left_coord: 114, x_right_coord: 117, y_coord: 119 Symbol(x_coord=78, y_coord=119, symbol='*')
PartNumber: 714   x_left_coord: 114, x_right_coord: 117, y_coord: 119 Symbol(x_coord=105, y_coord=119, symbol='*')
PartNumber: 714   x_left_coord: 114, x_right_coord: 117, y_coord: 119 Symbol(x_coord=123, y_coord=119, symbol='*')
PartNumber: 714   x_left_coord: 114, x_right_coord: 117, y_coord: 119 Symbol(x_coord=136, y_coord=119, symbol='&')
PartNumber: 714   x_left_coord: 114, x_right_coord: 117, y_coord: 119 Symbol(x_coord=52, y_coord=120, symbol='*')
PartNumber: 714   x_left_coord: 114, x_right_coord: 117, y_coord: 119 Symbol(x_coord=86, y_coord=120, symbol='/')
PartNumber: 714   x_left_coord: 114, x_right_coord: 117, y_coord: 119 Symbol(x_coord=132, y_coord=120, symbol='=')
PartNumber: 723   x_left_coord: 7, x_right_coord: 10, y_coord: 120 Symbol(x_coord=14, y_coord=119, symbol='*')
PartNumber: 723   x_left_coord: 7, x_right_coord: 10, y_coord: 120 Symbol(x_coord=20, y_coord=119, symbol='*')
PartNumber: 723   x_left_coord: 7, x_right_coord: 10, y_coord: 120 Symbol(x_coord=39, y_coord=119, symbol='*')
PartNumber: 723   x_left_coord: 7, x_right_coord: 10, y_coord: 120 Symbol(x_coord=58, y_coord=119, symbol='#')
PartNumber: 723   x_left_coord: 7, x_right_coord: 10, y_coord: 120 Symbol(x_coord=63, y_coord=119, symbol='*')
PartNumber: 723   x_left_coord: 7, x_right_coord: 10, y_coord: 120 Symbol(x_coord=70, y_coord=119, symbol='-')
PartNumber: 723   x_left_coord: 7, x_right_coord: 10, y_coord: 120 Symbol(x_coord=78, y_coord=119, symbol='*')
PartNumber: 723   x_left_coord: 7, x_right_coord: 10, y_coord: 120 Symbol(x_coord=105, y_coord=119, symbol='*')
PartNumber: 723   x_left_coord: 7, x_right_coord: 10, y_coord: 120 Symbol(x_coord=123, y_coord=119, symbol='*')
PartNumber: 723   x_left_coord: 7, x_right_coord: 10, y_coord: 120 Symbol(x_coord=136, y_coord=119, symbol='&')
PartNumber: 723   x_left_coord: 7, x_right_coord: 10, y_coord: 120 Symbol(x_coord=52, y_coord=120, symbol='*')
PartNumber: 723   x_left_coord: 7, x_right_coord: 10, y_coord: 120 Symbol(x_coord=86, y_coord=120, symbol='/')
PartNumber: 723   x_left_coord: 7, x_right_coord: 10, y_coord: 120 Symbol(x_coord=132, y_coord=120, symbol='=')
PartNumber: 723   x_left_coord: 7, x_right_coord: 10, y_coord: 120 Symbol(x_coord=34, y_coord=121, symbol='#')
PartNumber: 723   x_left_coord: 7, x_right_coord: 10, y_coord: 120 Symbol(x_coord=45, y_coord=121, symbol='*')
PartNumber: 723   x_left_coord: 7, x_right_coord: 10, y_coord: 120 Symbol(x_coord=69, y_coord=121, symbol='#')
PartNumber: 723   x_left_coord: 7, x_right_coord: 10, y_coord: 120 Symbol(x_coord=100, y_coord=121, symbol='*')
PartNumber: 723   x_left_coord: 7, x_right_coord: 10, y_coord: 120 Symbol(x_coord=118, y_coord=121, symbol='*')
PartNumber: 299   x_left_coord: 13, x_right_coord: 16, y_coord: 120 Symbol(x_coord=14, y_coord=119, symbol='*')
PartNumber: 299   x_left_coord: 13, x_right_coord: 16, y_coord: 120 Symbol(x_coord=20, y_coord=119, symbol='*')
PartNumber: 299   x_left_coord: 13, x_right_coord: 16, y_coord: 120 Symbol(x_coord=39, y_coord=119, symbol='*')
PartNumber: 299   x_left_coord: 13, x_right_coord: 16, y_coord: 120 Symbol(x_coord=58, y_coord=119, symbol='#')
PartNumber: 299   x_left_coord: 13, x_right_coord: 16, y_coord: 120 Symbol(x_coord=63, y_coord=119, symbol='*')
PartNumber: 299   x_left_coord: 13, x_right_coord: 16, y_coord: 120 Symbol(x_coord=70, y_coord=119, symbol='-')
PartNumber: 299   x_left_coord: 13, x_right_coord: 16, y_coord: 120 Symbol(x_coord=78, y_coord=119, symbol='*')
PartNumber: 299   x_left_coord: 13, x_right_coord: 16, y_coord: 120 Symbol(x_coord=105, y_coord=119, symbol='*')
PartNumber: 299   x_left_coord: 13, x_right_coord: 16, y_coord: 120 Symbol(x_coord=123, y_coord=119, symbol='*')
PartNumber: 299   x_left_coord: 13, x_right_coord: 16, y_coord: 120 Symbol(x_coord=136, y_coord=119, symbol='&')
PartNumber: 299   x_left_coord: 13, x_right_coord: 16, y_coord: 120 Symbol(x_coord=52, y_coord=120, symbol='*')
PartNumber: 299   x_left_coord: 13, x_right_coord: 16, y_coord: 120 Symbol(x_coord=86, y_coord=120, symbol='/')
PartNumber: 299   x_left_coord: 13, x_right_coord: 16, y_coord: 120 Symbol(x_coord=132, y_coord=120, symbol='=')
PartNumber: 299   x_left_coord: 13, x_right_coord: 16, y_coord: 120 Symbol(x_coord=34, y_coord=121, symbol='#')
PartNumber: 299   x_left_coord: 13, x_right_coord: 16, y_coord: 120 Symbol(x_coord=45, y_coord=121, symbol='*')
PartNumber: 299   x_left_coord: 13, x_right_coord: 16, y_coord: 120 Symbol(x_coord=69, y_coord=121, symbol='#')
PartNumber: 299   x_left_coord: 13, x_right_coord: 16, y_coord: 120 Symbol(x_coord=100, y_coord=121, symbol='*')
PartNumber: 299   x_left_coord: 13, x_right_coord: 16, y_coord: 120 Symbol(x_coord=118, y_coord=121, symbol='*')
PartNumber: 325   x_left_coord: 32, x_right_coord: 35, y_coord: 120 Symbol(x_coord=14, y_coord=119, symbol='*')
PartNumber: 325   x_left_coord: 32, x_right_coord: 35, y_coord: 120 Symbol(x_coord=20, y_coord=119, symbol='*')
PartNumber: 325   x_left_coord: 32, x_right_coord: 35, y_coord: 120 Symbol(x_coord=39, y_coord=119, symbol='*')
PartNumber: 325   x_left_coord: 32, x_right_coord: 35, y_coord: 120 Symbol(x_coord=58, y_coord=119, symbol='#')
PartNumber: 325   x_left_coord: 32, x_right_coord: 35, y_coord: 120 Symbol(x_coord=63, y_coord=119, symbol='*')
PartNumber: 325   x_left_coord: 32, x_right_coord: 35, y_coord: 120 Symbol(x_coord=70, y_coord=119, symbol='-')
PartNumber: 325   x_left_coord: 32, x_right_coord: 35, y_coord: 120 Symbol(x_coord=78, y_coord=119, symbol='*')
PartNumber: 325   x_left_coord: 32, x_right_coord: 35, y_coord: 120 Symbol(x_coord=105, y_coord=119, symbol='*')
PartNumber: 325   x_left_coord: 32, x_right_coord: 35, y_coord: 120 Symbol(x_coord=123, y_coord=119, symbol='*')
PartNumber: 325   x_left_coord: 32, x_right_coord: 35, y_coord: 120 Symbol(x_coord=136, y_coord=119, symbol='&')
PartNumber: 325   x_left_coord: 32, x_right_coord: 35, y_coord: 120 Symbol(x_coord=52, y_coord=120, symbol='*')
PartNumber: 325   x_left_coord: 32, x_right_coord: 35, y_coord: 120 Symbol(x_coord=86, y_coord=120, symbol='/')
PartNumber: 325   x_left_coord: 32, x_right_coord: 35, y_coord: 120 Symbol(x_coord=132, y_coord=120, symbol='=')
PartNumber: 325   x_left_coord: 32, x_right_coord: 35, y_coord: 120 Symbol(x_coord=34, y_coord=121, symbol='#')
PartNumber: 325   x_left_coord: 32, x_right_coord: 35, y_coord: 120 Symbol(x_coord=45, y_coord=121, symbol='*')
PartNumber: 325   x_left_coord: 32, x_right_coord: 35, y_coord: 120 Symbol(x_coord=69, y_coord=121, symbol='#')
PartNumber: 325   x_left_coord: 32, x_right_coord: 35, y_coord: 120 Symbol(x_coord=100, y_coord=121, symbol='*')
PartNumber: 325   x_left_coord: 32, x_right_coord: 35, y_coord: 120 Symbol(x_coord=118, y_coord=121, symbol='*')
PartNumber: 965   x_left_coord: 38, x_right_coord: 41, y_coord: 120 Symbol(x_coord=14, y_coord=119, symbol='*')
PartNumber: 965   x_left_coord: 38, x_right_coord: 41, y_coord: 120 Symbol(x_coord=20, y_coord=119, symbol='*')
PartNumber: 965   x_left_coord: 38, x_right_coord: 41, y_coord: 120 Symbol(x_coord=39, y_coord=119, symbol='*')
PartNumber: 965   x_left_coord: 38, x_right_coord: 41, y_coord: 120 Symbol(x_coord=58, y_coord=119, symbol='#')
PartNumber: 965   x_left_coord: 38, x_right_coord: 41, y_coord: 120 Symbol(x_coord=63, y_coord=119, symbol='*')
PartNumber: 965   x_left_coord: 38, x_right_coord: 41, y_coord: 120 Symbol(x_coord=70, y_coord=119, symbol='-')
PartNumber: 965   x_left_coord: 38, x_right_coord: 41, y_coord: 120 Symbol(x_coord=78, y_coord=119, symbol='*')
PartNumber: 965   x_left_coord: 38, x_right_coord: 41, y_coord: 120 Symbol(x_coord=105, y_coord=119, symbol='*')
PartNumber: 965   x_left_coord: 38, x_right_coord: 41, y_coord: 120 Symbol(x_coord=123, y_coord=119, symbol='*')
PartNumber: 965   x_left_coord: 38, x_right_coord: 41, y_coord: 120 Symbol(x_coord=136, y_coord=119, symbol='&')
PartNumber: 965   x_left_coord: 38, x_right_coord: 41, y_coord: 120 Symbol(x_coord=52, y_coord=120, symbol='*')
PartNumber: 965   x_left_coord: 38, x_right_coord: 41, y_coord: 120 Symbol(x_coord=86, y_coord=120, symbol='/')
PartNumber: 965   x_left_coord: 38, x_right_coord: 41, y_coord: 120 Symbol(x_coord=132, y_coord=120, symbol='=')
PartNumber: 965   x_left_coord: 38, x_right_coord: 41, y_coord: 120 Symbol(x_coord=34, y_coord=121, symbol='#')
PartNumber: 965   x_left_coord: 38, x_right_coord: 41, y_coord: 120 Symbol(x_coord=45, y_coord=121, symbol='*')
PartNumber: 965   x_left_coord: 38, x_right_coord: 41, y_coord: 120 Symbol(x_coord=69, y_coord=121, symbol='#')
PartNumber: 965   x_left_coord: 38, x_right_coord: 41, y_coord: 120 Symbol(x_coord=100, y_coord=121, symbol='*')
PartNumber: 965   x_left_coord: 38, x_right_coord: 41, y_coord: 120 Symbol(x_coord=118, y_coord=121, symbol='*')
PartNumber: 656   x_left_coord: 62, x_right_coord: 65, y_coord: 120 Symbol(x_coord=14, y_coord=119, symbol='*')
PartNumber: 656   x_left_coord: 62, x_right_coord: 65, y_coord: 120 Symbol(x_coord=20, y_coord=119, symbol='*')
PartNumber: 656   x_left_coord: 62, x_right_coord: 65, y_coord: 120 Symbol(x_coord=39, y_coord=119, symbol='*')
PartNumber: 656   x_left_coord: 62, x_right_coord: 65, y_coord: 120 Symbol(x_coord=58, y_coord=119, symbol='#')
PartNumber: 656   x_left_coord: 62, x_right_coord: 65, y_coord: 120 Symbol(x_coord=63, y_coord=119, symbol='*')
PartNumber: 656   x_left_coord: 62, x_right_coord: 65, y_coord: 120 Symbol(x_coord=70, y_coord=119, symbol='-')
PartNumber: 656   x_left_coord: 62, x_right_coord: 65, y_coord: 120 Symbol(x_coord=78, y_coord=119, symbol='*')
PartNumber: 656   x_left_coord: 62, x_right_coord: 65, y_coord: 120 Symbol(x_coord=105, y_coord=119, symbol='*')
PartNumber: 656   x_left_coord: 62, x_right_coord: 65, y_coord: 120 Symbol(x_coord=123, y_coord=119, symbol='*')
PartNumber: 656   x_left_coord: 62, x_right_coord: 65, y_coord: 120 Symbol(x_coord=136, y_coord=119, symbol='&')
PartNumber: 656   x_left_coord: 62, x_right_coord: 65, y_coord: 120 Symbol(x_coord=52, y_coord=120, symbol='*')
PartNumber: 656   x_left_coord: 62, x_right_coord: 65, y_coord: 120 Symbol(x_coord=86, y_coord=120, symbol='/')
PartNumber: 656   x_left_coord: 62, x_right_coord: 65, y_coord: 120 Symbol(x_coord=132, y_coord=120, symbol='=')
PartNumber: 656   x_left_coord: 62, x_right_coord: 65, y_coord: 120 Symbol(x_coord=34, y_coord=121, symbol='#')
PartNumber: 656   x_left_coord: 62, x_right_coord: 65, y_coord: 120 Symbol(x_coord=45, y_coord=121, symbol='*')
PartNumber: 656   x_left_coord: 62, x_right_coord: 65, y_coord: 120 Symbol(x_coord=69, y_coord=121, symbol='#')
PartNumber: 656   x_left_coord: 62, x_right_coord: 65, y_coord: 120 Symbol(x_coord=100, y_coord=121, symbol='*')
PartNumber: 656   x_left_coord: 62, x_right_coord: 65, y_coord: 120 Symbol(x_coord=118, y_coord=121, symbol='*')
PartNumber: 156   x_left_coord: 71, x_right_coord: 74, y_coord: 120 Symbol(x_coord=14, y_coord=119, symbol='*')
PartNumber: 156   x_left_coord: 71, x_right_coord: 74, y_coord: 120 Symbol(x_coord=20, y_coord=119, symbol='*')
PartNumber: 156   x_left_coord: 71, x_right_coord: 74, y_coord: 120 Symbol(x_coord=39, y_coord=119, symbol='*')
PartNumber: 156   x_left_coord: 71, x_right_coord: 74, y_coord: 120 Symbol(x_coord=58, y_coord=119, symbol='#')
PartNumber: 156   x_left_coord: 71, x_right_coord: 74, y_coord: 120 Symbol(x_coord=63, y_coord=119, symbol='*')
PartNumber: 156   x_left_coord: 71, x_right_coord: 74, y_coord: 120 Symbol(x_coord=70, y_coord=119, symbol='-')
PartNumber: 156   x_left_coord: 71, x_right_coord: 74, y_coord: 120 Symbol(x_coord=78, y_coord=119, symbol='*')
PartNumber: 156   x_left_coord: 71, x_right_coord: 74, y_coord: 120 Symbol(x_coord=105, y_coord=119, symbol='*')
PartNumber: 156   x_left_coord: 71, x_right_coord: 74, y_coord: 120 Symbol(x_coord=123, y_coord=119, symbol='*')
PartNumber: 156   x_left_coord: 71, x_right_coord: 74, y_coord: 120 Symbol(x_coord=136, y_coord=119, symbol='&')
PartNumber: 156   x_left_coord: 71, x_right_coord: 74, y_coord: 120 Symbol(x_coord=52, y_coord=120, symbol='*')
PartNumber: 156   x_left_coord: 71, x_right_coord: 74, y_coord: 120 Symbol(x_coord=86, y_coord=120, symbol='/')
PartNumber: 156   x_left_coord: 71, x_right_coord: 74, y_coord: 120 Symbol(x_coord=132, y_coord=120, symbol='=')
PartNumber: 156   x_left_coord: 71, x_right_coord: 74, y_coord: 120 Symbol(x_coord=34, y_coord=121, symbol='#')
PartNumber: 156   x_left_coord: 71, x_right_coord: 74, y_coord: 120 Symbol(x_coord=45, y_coord=121, symbol='*')
PartNumber: 156   x_left_coord: 71, x_right_coord: 74, y_coord: 120 Symbol(x_coord=69, y_coord=121, symbol='#')
PartNumber: 156   x_left_coord: 71, x_right_coord: 74, y_coord: 120 Symbol(x_coord=100, y_coord=121, symbol='*')
PartNumber: 156   x_left_coord: 71, x_right_coord: 74, y_coord: 120 Symbol(x_coord=118, y_coord=121, symbol='*')
PartNumber: 824   x_left_coord: 78, x_right_coord: 81, y_coord: 120 Symbol(x_coord=14, y_coord=119, symbol='*')
PartNumber: 824   x_left_coord: 78, x_right_coord: 81, y_coord: 120 Symbol(x_coord=20, y_coord=119, symbol='*')
PartNumber: 824   x_left_coord: 78, x_right_coord: 81, y_coord: 120 Symbol(x_coord=39, y_coord=119, symbol='*')
PartNumber: 824   x_left_coord: 78, x_right_coord: 81, y_coord: 120 Symbol(x_coord=58, y_coord=119, symbol='#')
PartNumber: 824   x_left_coord: 78, x_right_coord: 81, y_coord: 120 Symbol(x_coord=63, y_coord=119, symbol='*')
PartNumber: 824   x_left_coord: 78, x_right_coord: 81, y_coord: 120 Symbol(x_coord=70, y_coord=119, symbol='-')
PartNumber: 824   x_left_coord: 78, x_right_coord: 81, y_coord: 120 Symbol(x_coord=78, y_coord=119, symbol='*')
PartNumber: 824   x_left_coord: 78, x_right_coord: 81, y_coord: 120 Symbol(x_coord=105, y_coord=119, symbol='*')
PartNumber: 824   x_left_coord: 78, x_right_coord: 81, y_coord: 120 Symbol(x_coord=123, y_coord=119, symbol='*')
PartNumber: 824   x_left_coord: 78, x_right_coord: 81, y_coord: 120 Symbol(x_coord=136, y_coord=119, symbol='&')
PartNumber: 824   x_left_coord: 78, x_right_coord: 81, y_coord: 120 Symbol(x_coord=52, y_coord=120, symbol='*')
PartNumber: 824   x_left_coord: 78, x_right_coord: 81, y_coord: 120 Symbol(x_coord=86, y_coord=120, symbol='/')
PartNumber: 824   x_left_coord: 78, x_right_coord: 81, y_coord: 120 Symbol(x_coord=132, y_coord=120, symbol='=')
PartNumber: 824   x_left_coord: 78, x_right_coord: 81, y_coord: 120 Symbol(x_coord=34, y_coord=121, symbol='#')
PartNumber: 824   x_left_coord: 78, x_right_coord: 81, y_coord: 120 Symbol(x_coord=45, y_coord=121, symbol='*')
PartNumber: 824   x_left_coord: 78, x_right_coord: 81, y_coord: 120 Symbol(x_coord=69, y_coord=121, symbol='#')
PartNumber: 824   x_left_coord: 78, x_right_coord: 81, y_coord: 120 Symbol(x_coord=100, y_coord=121, symbol='*')
